category,likesNum,name,nameOnSite,descriptions
adult/clubs,0,GAYstar,Gaystar,Gaydar is a highly detailed sim with events and clubs at least three times a week. There's even a nude beach and an art center. Come explore. 
adult/clubs,0,Sunset Paradise,Shhh!! Nightclub,"A sexy, naughty dance club set in a library, of all places. Chock full of events every Sunday from 6-8pm, they also do specialty theme built events (car wash, trailer park, disco, saloon, beach party and more). And if that's not enough, DJ Vixie Durant plays all the hottest club hits!"
adult,0,LORII CAPRONI ISLAND,Kiki's House of Burlesque and Dance,Treat yourself and a partner to a day their lavish playhouse. Order a drink from the fully stocked bar and enjoy some of the most elegant and beautiful dancers on the grid swaying professionally-choreographed dances and a wide range of costumes. Their shows can be seen Sundays from 9am to 7pm. Come visit!
adult/clubs,0,Skinny Dip Inn,Skinny Dip Inn,"Skinny Dip Inn is a beautiful adult island resort with a friendly and fun nude beach. Swimwear is permitted for the modest. Enjoy flirty hosts with sexy DJs, events and live shows."
adult/clubs,0,Yaupon Plain,Clube do Sexo Brasil,"O que é o CSB? Clube criado para falar, compartilhar e fazer 53X0 Fundado dentro do jogo online 3D chamado Second Life, desde Abril 2012 com mais de 5000 participantes e crescendo a cada dia!Venha nos visitar. What is CSB? Club was created to talk, share and more. Founded in April 2012, they have with over 5000 participants with more every day! So why wait, come visit."
adult/clubs,0,Moor,Candy Kisses Burlesque Club & Lounge,"Welcome to Candy Kisses Burlesque Club & Lounge, a different spin on burlesque dancing with fun skits and hot dancers. If you're looking for an experience like no other, look no further than Candy Kisses Burlesque Club & Lounge."
adult/clubs,0,Riverview Cove,The Prohibition Club,"Imagine 1920's prohibition in the USA, illegal alcohol, speakeasies, taxi dance halls, Al Capone and more. The Prohibition Club is a club that lives this atmosphere. Come dance, see girls, live DJ's and musicians. Or just hang out and play on the beach or the private rooms. Make a special liaison at the Prohibition Club. "
adult,0,Isle of Punishment,The Crystal Rose,"Welcome to the Crystal Rose, the only steampunk adult club in the sky! Inspired by the Crystal Palace of 1851, the club is built of glass, brass, and steel with three levels suspended by cables from an airship. They've got a dance club, a social area, a dungeon, discussions and events, even an area devoted to recovery. Come see one of the most unique builds on the grid. "
adult,0,Naughty,Sinners Burlesque,"Come enjoy the pleasures provided by the teasingly sexy dancers of Sinners Burlesque and enjoy the sultry and forbidden world of burlesque and cabaret. Sinners Burlesque has monthly cabarets, weekly live entertainment and more. Be sure to check them out!"
adult,0,Bound To Excite,The Topaz,"This Second Life adult entertainment venue isn't your typical gentlemen's club. The Topaz prides itself on being a club where you can be comfortable with friends and partners. The Topaz isn't about tips, it's about relationships. Come to their creative events, listen to their talented DJ's and see what sets the Topaz apart."
adult,0,DeLeon Springs,Casa Batista,"Casa Batista is a romantic retreat for lovers, swingers, singles, pretty much all of you. Their little island is full of hidden spots for the romantic and naughty moments in life. Full of open-minded, drama-free people, you can dance, chill or just hang out. Come meet friends, lovers or whatever your heart desires."
adult,0,Eagle Grove,Pinks in Heaven,"Pinks in Heaven is a gorgeous and sexy little club, come here for all the pampering you could desire. They've also got regular themed events including competitions, live DJs and more. So come visit or their VIP group for lots of special attention and news."
adult,0,Eagle Cliff,Club @Passions,"@Passions club and romantic forest has been one of the best clubs in Second Life since 2011. They bring the hottest DJ's, sexiest dancers and lots of daily prizes. There's even a romantic forest area for your enjoyment, so swing on by."
adult,0,Valhalla,Society of Royals,"The SoRC Club is an adult-themed grungy open-stage club. Set in a converted abandoned warehouse, it offers an urban atmosphere for partying, listening to music, hanging out, roleplay and lots of lovely animations. Rules are few and simple, the company is the best on the grid. Bring your sense of humor and an open mind."
adult,0,Medea,The Rock Bar,"Dance on the bar, hang out or hookup to loud hard rock music playing on beautiful beaches. The Rock Bar features concerts, live DJs, hosts, games and more games. They play music from current new hard rock to the old classic rock hits. Come for the beauty, stay for the rocking good time!"
adult,0,Juune,The Sugar Club,"The Sugar Club, an erotic atmospheric experience for all adults looking for that elite feel.  You will find anything from dancers, private themed rooms, dirty alley, functional bowling lane to even a mud wrestling arena.  All of this is dramatically lighted and music that will bring this experience alive.  Come join us and escape reality."
adult/clubs,0,Ami,Bahamas Swingers Club,"Bahamas Swingers Club is a social gathering space for adults who enjoy suggestive banter and quality entertainment, including scheduled entertainers and events. This clothing-optional hangout spot is located in a tropical setting with breathtaking views, secluded beaches and coves."
adult/clubs,0,Dirty Talk VSL,Dirty Talk Lounge,Have fun in an adult voice sim were anything can happen. Meet lots of new people who also love to chat in SL.
adult/clubs,0,Lefabre,Shambles Abbey,"From relaxing in the orchard to taking part in a publicly exhilarating spectacle, Shambles has many areas to find pleasurable moments. Put your feet up and take in a tale in the adult library or find privacy for you and a friend in the abbey. Dance, flirt and more openly in the guesthouse or simply romp through the outdoors of the henge."
adult/clubs,0,Titus Groan,Engine Steampunk Gay Club,"Here you'll find a unique, warm and welcoming community of mature gay men and their friends, as well as The Engine Steampunk Club, one of Gay SL's most popular hotspots. Visit the RLV-enabled fetish dungeon area and the dedicated Welcome Center for the newly-arrived citizens of SL."
adult/clubs,0,London City3,London's Gay Sweatbox,"Come visit the London City gay men's sauna featuring showers, private rooms, sun deck and more -- all at your disposal with fully animated pose balls. This is a great place to hang out, maybe meet other hot guys. Very newcomer friendly."
adult/clubs,0,Shepham Estates,The Red House,Let loose and have fun at this weekly burlesque and comedy show with sass and class. The production changes each week so there is always some thing new to see here. Come join the fun every Friday at 7 p.m. (Pacific).
adult/clubs,0,Gay Fun World,Gay Fun World,"Visit Gay Fun World, an old industrial urban quarter on the Gay Archipelago. Travel the subway to stop at the Stonewall Main Station, The Bunker Street, Millennium Wheel or West Side Square. Age-verified, adult residents can meet new friends, dance in clubs or just hang out in this fun spot."
adult/clubs,0,Blacksilk,Blacksilk,"Blacksilk is home to several adult-oriented attractions, including three clubs, an academy, a library and even a memorial. Bubbles is an elegant club surrounded by an aquarium, while Mustang Sally is a ""wilde"" club where sassy barmaids (coyotes) rule. For a more formal experience, visit the live performance ballroom Billie's Jazz Club."
adult/clubs,0,Keturah,The Black Spell Club,"Located in beautiful and mysterious castle with many rooms and dungeons, where you can find many pleasurable moments and feel the Gothic atmosphere. Visit the Black Spell Club and enjoy live DJs from around the world, burlesque dancers and thematic contests. Hang out, dance, flirt and have fun. Check out the shopping center, art gallery, beach and many more spots."
